/Vout X,/Vout YRe,/Vout YReImag
2.29086765276777,-22.48734242559619,5.98466446806934e-06
2.344228815319919,-22.48734242559122,6.124065204301932e-06
2.398832919019488,-22.48734242558602,6.266713000305098e-06
2.454708915685027,-22.48734242558058,6.412683489781074e-06
2.511886431509577,-22.48734242557488,6.562054068164768e-06
2.57039578276886,-22.48734242556892,6.714903933659612e-06
2.630267991895378,-22.48734242556266,6.871314129229219e-06
2.691534803926912,-22.48734242555611,7.031367585567165e-06
2.754228703338163,-22.48734242554926,7.195149165067653e-06
2.81838293126445,-22.48734242554208,7.36274570682034e-06
2.884031503126602,-22.48734242553456,7.53424607265324e-06
2.951209226666381,-22.4873424255267,7.709741194248081e-06
3.019951720402012,-22.48734242551845,7.889324121353074e-06
3.090295432513586,-22.48734242550983,8.073090071118724e-06
3.162277660168374,-22.4873424255008,8.261136478582749e-06
3.235936569296277,-22.48734242549133,8.453563048330958e-06
3.311311214825905,-22.48734242548142,8.650471807361421e-06
3.38844156139202,-22.48734242547105,8.851967159179989e-06
3.46736850452531,-22.48734242546018,9.058155939155782e-06
3.548133892335748,-22.48734242544881,9.269147471166133e-06
3.630780547701007,-22.4873424254369,9.485053625560842e-06
3.715352290971718,-22.48734242542443,9.705988878476567e-06
3.801893963205605,-22.48734242541137,9.932070372532846e-06
3.890451449942799,-22.48734242539769,1.016341797894179e-05
3.981071705534965,-22.48734242538337,1.04001543610645e-05
4.073802778041119,-22.48734242536837,1.064240503944784e-05
4.168693834703346,-22.48734242535267,1.089029845837605e-05
4.265795188015918,-22.48734242533623,1.114396605397249e-05
4.365158322401651,-22.48734242531901,1.140354232388773e-05
4.466835921509622,-22.48734242530098,1.166916489861051e-05
4.570881896148741,-22.48734242528211,1.194097461444006e-05
4.677351412871972,-22.48734242526233,1.221911558815783e-05
4.786300923226373,-22.48734242524163,1.250373529343858e-05
4.897788193684452,-22.48734242521996,1.279498463904119e-05
5.011872336272712,-22.48734242519727,1.309301804882065e-05
5.128613839913638,-22.48734242517349,1.33979935436038e-05
5.248074602497715,-22.48734242514861,1.37100728249719e-05
5.370317963702516,-22.48734242512256,1.40294213609948e-05
5.495408738576233,-22.48734242509526,1.435620847396191e-05
5.623413251903478,-22.48734242506669,1.469060743015659e-05
5.754399373371556,-22.48734242503677,1.503279553172153e-05
5.888436553555876,-22.48734242500544,1.538295421066371e-05
6.025595860743564,-22.48734242497263,1.574126912504903e-05
6.165950018614807,-22.48734242493829,1.610793025743724e-05
6.309573444801917,-22.48734242490232,1.64831320156097e-05
6.456542290346539,-22.48734242486465,1.686707333564305e-05
6.606934480075944,-22.48734242482521,1.725995778738369e-05
6.760829753919801,-22.48734242478391,1.766199368237878e-05
6.918309709189348,-22.48734242474066,1.807339418432106e-05
7.079457843841362,-22.48734242469538,1.849437742206599e-05
7.244359600749883,-22.48734242464796,1.892516660528114e-05
7.413102413009157,-22.4873424245983,1.936599014278897e-05
7.585775750291819,-22.48734242454631,1.981708176366653e-05
7.762471166286898,-22.48734242449187,2.027868064116422e-05
7.943282347242794,-22.48734242443486,2.075103151951199e-05
8.128305161640972,-22.48734242437516,2.123438484367821e-05
8.317637711026689,-22.48734242431265,2.172899689215069e-05
8.511380382023743,-22.4873424242472,2.22351299128101e-05
8.709635899560784,-22.48734242417866,2.275305226196788e-05
8.912509381337431,-22.48734242410689,2.328303854664223e-05
9.120108393559072,-22.48734242403174,2.382536977014754e-05
9.332543007969884,-22.48734242395305,2.438033348107443e-05
9.549925860214332,-22.48734242387065,2.49482239257395e-05
9.772372209558078,-22.48734242378436,2.552934220418525e-05
9.99999999999997,-22.48734242369401,2.612399642981306e-05
10.23292992280751,-22.4873424235994,2.673250189273372e-05
10.47128548050896,-22.48734242350034,2.735518122692204e-05
10.71519305237603,-22.4873424233966,2.799236458126413e-05
10.96478196143182,-22.48734242328798,2.864438979458791e-05
11.2201845430196,-22.48734242317424,2.931160257476956e-05
11.48153621496879,-22.48734242305513,2.999435668201081e-05
11.74897554939526,-22.48734242293042,3.069301411638449e-05
12.02264434617409,-22.48734242279983,3.14079453097464e-05
12.30268770812378,-22.48734242266308,3.213952932211706e-05
12.58925411794163,-22.48734242251989,3.288815404263583e-05
12.8824955169313,-22.48734242236996,3.36542163951942e-05
13.18256738556403,-22.48734242221295,3.443812254885803e-05
13.48962882591649,-22.48734242204856,3.524028813318792e-05
13.8038426460288,-22.48734242187641,3.606113845857468e-05
14.12537544622749,-22.48734242169616,3.690110874170406e-05
14.45439770745922,-22.4873424215074,3.776064433626133e-05
14.79108388168202,-22.48734242130976,3.864020096905799e-05
15.13561248436203,-22.48734242110279,3.954024498155448e-05
15.48816618912476,-22.48734242088608,4.046125357710721e-05
15.84893192461108,-22.48734242065916,4.140371507392283e-05
16.21810097358924,-22.48734242042155,4.236812916390831e-05
16.59586907437554,-22.48734242017274,4.335500717755022e-05
16.98243652461738,-22.48734241991221,4.436487235495947e-05
17.37800828749369,-22.4873424196394,4.539826012322443e-05
17.78279410038916,-22.48734241935373,4.64557183802219e-05
18.19700858609976,-22.48734241905462,4.753780778503448e-05
18.6208713666286,-22.4873424187414,4.864510205512659e-05
19.0546071796324,-22.48734241841343,4.977818827043915e-05
19.49844599758038,-22.48734241807001,5.093766718456114e-05
19.95262314968872,-22.4873424177104,5.212415354314558e-05
20.41737944669521,-22.48734241733386,5.333827640973191e-05
20.89296130854031,-22.48734241693958,5.458067949915732e-05
21.37962089502224,-22.48734241652672,5.585202151872091e-05
21.87761623949544,-22.48734241609441,5.715297651729173e-05
22.38721138568331,-22.48734241564174,5.848423424253828e-05
22.90867652767764,-22.48734241516774,5.984650050647132e-05
23.44228815319913,-22.48734241467141,6.124049755949136e-05
23.98832919019481,-22.4873424141517,6.266696447313867e-05
24.5470891568502,-22.48734241360751,6.412665753174851e-05
25.1188643150957,-22.48734241303769,6.562035063320204e-05
25.70395782768853,-22.48734241244103,6.714883569908299e-05
26.30267991895371,-22.48734241181627,6.871292309420522e-05
26.91534803926904,-22.48734241116208,7.03134420560681e-05
27.54228703338154,-22.48734241047708,7.195124113421676e-05
28.18382931264442,-22.48734240975981,7.362718863983738e-05
28.84031503126593,-22.48734240900877,7.534217310576533e-05
29.51209226666373,-22.48734240822235,7.709710375739226e-05
30.19951720402003,-22.4873424073989,7.889291099412035e-05
30.90295432513577,-22.48734240653667,8.07305468824118e-05
31.62277660168365,-22.48734240563385,8.261098566010053e-05
32.35936569296268,-22.48734240468852,8.453522425246369e-05
33.11311214825896,-22.48734240369866,8.650428280029179e-05
33.8844156139201,-22.4873424026622,8.851920520022751e-05
34.67368504525301,-22.48734240157695,9.058105965766807e-05
35.48133892335738,-22.4873424004406,9.269093925250206e-05
36.30780547700997,-22.48734239925076,9.484996251800556e-05
37.15352290971708,-22.48734239800491,9.705927403317112e-05
38.01893963205595,-22.48734239670041,9.932004502877921e-05
38.90451449942788,-22.4873423953345,0.0001016334740076725
39.81071705534954,-22.48734239390432,0.0001040007873791684
40.73802778041109,-22.48734239240682,0.0001064232401084678
41.68693834703335,-22.48734239083885,0.0001089021163810056
42.65795188015907,-22.4873423891971,0.000111438730282218
43.65158322401639,-22.48734238747809,0.0001140344264932029
44.6683592150961,-22.48734238567821,0.0001166905810023796
45.70881896148729,-22.48734238379365,0.0001194086018336398
46.7735141287196,-22.48734238182043,0.0001221899297915589
47.86300923226361,-22.48734237975439,0.0001250360392236867
48.97788193684438,-22.48734237759118,0.0001279484388008807
50.11872336272698,-22.48734237532624,0.0001309286723150603
51.28613839913623,-22.48734237295478,0.0001339783194961141
52.480746024977,-22.48734237047183,0.000137098996847324
53.70317963702501,-22.48734236787212,0.0001402923585005862
54.95408738576219,-22.48734236515022,0.0001435600970906886
56.23413251903463,-22.48734236230037,0.0001469039446505275
57.54399373371541,-22.48734235931657,0.0001503256735268853
58.88436553555861,-22.48734235619257,0.0001538270973170591
60.25595860743547,-22.48734235292178,0.0001574100718275607
61.65950018614791,-22.48734234949732,0.0001610764960547418
63.09573444801901,-22.48734234591202,0.0001648283131882523
64.56542290346522,-22.48734234215833,0.0001686675116377044
66.06934480075925,-22.48734233822838,0.0001725961260825408
67.60829753919782,-22.48734233411391,0.0001766162385470577
69.18309709189329,-22.48734232980632,0.0001807299794993266
70.79457843841342,-22.48734232529655,0.0001849395289762606
72.44359600749863,-22.48734232057518,0.0001892471177338236
74.13102413009136,-22.4873423156323,0.0001936550284247724
75.85775750291798,-22.4873423104576,0.0001981655968022505
77.62471166286876,-22.48734230504024,0.0002027812129523524
79.43282347242773,-22.4873422993689,0.0002075043225542061
81.28305161640949,-22.48734229343175,0.000212337428169676
83.17637711026666,-22.4873422872164,0.0002172830905618287
85.11380382023719,-22.4873422807099,0.0002223439300447809
87.0963589956076,-22.48734227389868,0.0002275226278639289
89.12509381337408,-22.48734226676858,0.0002328219276079774
91.20108393559049,-22.48734225930476,0.0002382446366529717
93.32543007969861,-22.48734225149173,0.0002437936276403113
95.49925860214309,-22.48734224331326,0.0002494718399880824
97.72372209558054,-22.48734223475241,0.0002552822814366353
99.99999999999946,-22.48734222579145,0.0002612280296304526
102.3292992280749,-22.48734221641183,0.0002673122337350259
104.7128548050894,-22.48734220659418,0.0002735381160922156
107.15193052376,-22.48734219631823,0.0002799089739111326
109.6478196143179,-22.48734218556283,0.0002864281810001659
112.2018454301957,-22.48734217430581,0.0002930991895364606
114.8153621496876,-22.48734216252406,0.0002999255318768675
117.4897554939523,-22.48734215019338,0.0003069108224092698
120.2264434617406,-22.48734213728853,0.0003140587594462055
123.0268770812374,-22.48734212378309,0.0003213731271623641
125.892541179416,-22.48734210964949,0.0003288577975744044
128.8249551693126,-22.48734209485893,0.0003365167325667972
131.8256738556399,-22.4873420793813,0.0003443539859633328
134.8962882591645,-22.48734206318519,0.0003523737056450344
138.0384264602876,-22.48734204623775,0.0003605801357162093
141.2537544622746,-22.48734202850474,0.0003689776187192634
144.5439770745919,-22.48734200995037,0.0003775705978992059
147.9108388168198,-22.48734199053731,0.0003863636195202114
151.3561248436199,-22.48734197022657,0.000395361335231563
154.8816618912472,-22.48734194897748,0.0004045685044903068
158.4893192461104,-22.4873419267476,0.0004139899970349692
162.181009735892,-22.48734190349268,0.0004236307954168683
165.9586907437551,-22.48734187916654,0.0004334959975864945
169.8243652461734,-22.48734185372102,0.0004435908195394462
173.7800828749365,-22.48734182710593,0.0004539205980182369
177.8279410038912,-22.48734179926894,0.0004644907932782425
181.9700858609972,-22.48734177015553,0.0004753069919119732
186.2087136662855,-22.48734173970887,0.0004863749097380308
190.5460717963235,-22.48734170786978,0.0004977003947523502
194.9844599758032,-22.48734167457661,0.0005092894301473686
199.5262314968867,-22.48734163976521,0.0005211481373951642
204.1737944669516,-22.48734160336875,0.0005332827794008149
208.9296130854026,-22.48734156531774,0.000545699763724416
213.7962089502218,-22.48734152553988,0.0005584056458749347
218.7761623949538,-22.48734148395996,0.0005714071326757413
223.8721138568325,-22.48734144049981,0.0005847110857047311
229.0867652767758,-22.48734139507819,0.0005983245248104956
234.4228815319906,-22.48734134761069,0.0006122546317053322
239.8832919019474,-22.48734129800968,0.0006265087536381015
245.4708915685014,-22.48734124618413,0.000641094407144836
251.1886431509563,-22.48734119203966,0.0006560192818871033
257.0395782768846,-22.48734113547832,0.0006712912445704581
263.0267991895364,-22.48734107639859,0.000686918342949457
269.1534803926897,-22.48734101469525,0.0007029088099238827
275.4228703338148,-22.48734095025932,0.0007192710677202922
281.8382931264435,-22.487340882978,0.0007360137321711304
288.4031503126586,-22.48734081273457,0.0007531456170837947
295.1209226666365,-22.48734073940832,0.0007706757387101546
301.9951720401995,-22.48734066287453,0.0007886133203108782
309.0295432513569,-22.48734058300436,0.000806967796826824
316.2277660168357,-22.48734049966485,0.0008257488196485725
323.593656929626,-22.48734041271885,0.0008449662614976227
331.1311214825888,-22.48734032202502,0.0008646302214138585
338.8441561392002,-22.48734022743777,0.0008847510298585342
346.7368504525292,-22.48734012880729,0.0009053392539312388
354.8133892335729,-22.48734002597953,0.0009264057027037453
363.0780547700987,-22.48733991879623,0.0009479614326820327
371.5352290971698,-22.48733980709497,0.0009700177533902077
380.1893963205584,-22.48733969070915,0.0009925862330828921
389.0451449942777,-22.48733956946816,0.001015678704597784
398.1071705534943,-22.48733944319738,0.001039307271338411
407.3802778041097,-22.48733931171831,0.001063484313407824
416.8693834703323,-22.48733917484872,0.001088222493882858
426.5795188015895,-22.48733903240278,0.001113534765244601
436.5158322401627,-22.48733888419118,0.001139434375968059
446.6835921509598,-22.48733873002145,0.001165934877268917
457.0881896148716,-22.48733856969804,0.001193050130027964
467.7351412871947,-22.48733840302267,0.001220794311883581
478.6300923226348,-22.48733822979456,0.001249181924512509
489.7788193684425,-22.48733804981071,0.001278227801091522
501.1872336272685,-22.48733786286631,0.001307947113963605
512.861383991361,-22.48733766875501,0.001338355382501283
524.8074602497686,-22.48733746726936,0.001369468481183448
537.0317963702487,-22.4873372582012,0.001401302647888652
549.5408738576203,-22.48733704134212,0.001433874492421524
562.3413251903447,-22.48733681648393,0.001467201005265835
575.4399373371524,-22.48733658341913,0.001501299566591133
588.8436553555844,-22.48733634194144,0.001536187955508528
602.559586074353,-22.48733609184633,0.00157188435958959
616.5950018614773,-22.4873358329316,0.001608407384657856
630.9573444801882,-22.4873355649979,0.001645776064862947
645.6542290346504,-22.48733528784934,0.001684009873046349
660.6934480075907,-22.48733500129408,0.001723128731404263
676.0829753919763,-22.48733470514487,0.001763153022464651
691.8309709189309,-22.48733439921969,0.001804103600380785
707.9457843841321,-22.48733408334224,0.001846001802555095
724.4359600749841,-22.48733375734257,0.001888869461598209
741.3102413009113,-22.4873334210575,0.001932728917634269
758.5775750291774,-22.48733307433122,0.001977603030957082
776.2471166286851,-22.48733271701564,0.002023515195049062
794.3282347242747,-22.4873323489708,0.002070489349966473
812.8305161640923,-22.48733197006523,0.002118549996095528
831.7637711026639,-22.48733158017616,0.002167722208286244
851.1380382023692,-22.48733117918975,0.002218031650372022
870.9635899560732,-22.48733076700109,0.002269504590070174
891.2509381337379,-22.48733034351429,0.002322167914268511
912.0108393559019,-22.48732990864225,0.002376049144711097
933.254300796983,-22.48732946230647,0.002431176454060427
954.9925860214277,-22.48732900443668,0.002487578682357045
977.2372209558022,-22.48732853497027,0.002545285353866535
999.9999999999912,-22.48732805385171,0.002604326694306756
1023.292992280745,-22.48732756103167,0.002664733648469054
1047.12854805089,-22.48732705646614,0.002726537898202285
1071.519305237597,-22.48732654011522,0.002789771880786488
1096.478196143175,-22.48732601194189,0.002854468807674635
1122.018454301953,-22.48732547191057,0.002920662683593995
1148.153621496872,-22.4873249199855,0.00298838832601343
1174.897554939519,-22.48732435612896,0.003057681384970555
1202.264434617402,-22.48732378029934,0.00312857836325148
1230.26877081237,-22.4873231924491,0.003201116636915112
1258.925411794156,-22.4873225925225,0.003275334476170447
1288.249551693122,-22.48732198045325,0.003351271066605152
1318.256738556395,-22.48732135616205,0.003428966530749926
1348.962882591641,-22.48732071955392,0.003508461949996822
1380.384264602872,-22.48732007051554,0.003589799386876476
1412.537544622741,-22.48731940891238,0.003673021907674718
1445.439770745914,-22.48731873458588,0.003758173605426656
1479.108388168193,-22.4873180473504,0.00384529962328184
1513.561248436194,-22.48731734699024,0.003934446178246234
1548.816618912467,-22.48731663325659,0.004025660585321623
1584.893192461099,-22.48731590586442,0.004118991282069732
1621.810097358915,-22.48731516448933,0.004214487853584807
1659.586907437545,-22.48731440876452,0.004312201057935639
1698.243652461728,-22.48731363827759,0.004412182852054845
1737.800828749359,-22.48731285256745,0.004514486418148941
1778.279410038906,-22.48731205112128,0.00461916619058968
1819.700858609966,-22.48731123337145,0.00472627788338304
1862.087136662849,-22.48731039869246,0.004835878518180253
1905.460717963228,-22.487309546398,0.004948026452901007
1949.844599758026,-22.48730867573792,0.005062781410976981
1995.26231496886,-22.48730778589538,0.005180204511244111
2041.737944669509,-22.48730687598389,0.005300358298528471
2089.296130854019,-22.48730594504443,0.005423306774943345
2137.962089502211,-22.48730499204268,0.005549115431913333
2187.761623949531,-22.48730401586606,0.005677851282995366
2238.721138568317,-22.48730301532093,0.005809582897472164
2290.86765276775,-22.48730198912979,0.005944380434795853
2344.228815319898,-22.48730093592831,0.006082315679872352
2398.832919019466,-22.48729985426246,0.006223462079233226
2454.708915685005,-22.48729874258555,0.006367894778121384
2511.886431509554,-22.48729759925526,0.006515690658498709
2570.395782768837,-22.4872964225304,0.00666692837802044
2630.267991895354,-22.48729521056782,0.006821688409987708
2691.534803926887,-22.48729396141903,0.006980053084304593
2754.228703338138,-22.48729267302687,0.007142106629466209
2818.382931264424,-22.48729134322175,0.00730793521558978
2884.031503126575,-22.48728996971801,0.007477626998515074
2951.209226666354,-22.48728855010996,0.007651272164999107
3019.951720401984,-22.48728708186771,0.007828962979027885
3090.295432513557,-22.48728556233291,0.008010793829227855
3162.277660168345,-22.48728398871403,0.008196861277455706
3235.936569296248,-22.48728235808164,0.008387264108553741
3311.311214825875,-22.48728066736325,0.008582103381271553
3388.441561391989,-22.48727891333795,0.008781482480399774
3467.368504525279,-22.48727709263071,0.008985507170155109
3548.133892335716,-22.48727520170637,0.00919428564875573
3630.780547700973,-22.48727323686332,0.009407928604313146
3715.352290971684,-22.48727119422681,0.009626549271957224
3801.89396320557,-22.48726906974188,0.009850263492306473
3890.451449942763,-22.48726685916593,0.01007918977121322
3981.071705534928,-22.48726455806089,0.01031344934087898
4073.802778041082,-22.48726216178495,0.010553166222323
4168.693834703307,-22.4872596654839,0.01079846728922766
4265.795188015879,-22.48725706408192,0.01104948233317182
4365.15832240161,-22.48725435227202,0.01130634413031871
4466.835921509581,-22.48725152450596,0.01156918850950965
4570.881896148699,-22.48724857498358,0.01183815442184454
4677.351412871929,-22.4872454976417,0.01211338401174219
4786.300923226329,-22.48724228614248,0.01239502268951723
4897.788193684407,-22.48723893386107,0.01268321920546468
5011.872336272666,-22.48723543387287,0.0129781257255239
5128.61383991359,-22.48723177894009,0.01327989790850947
5248.074602497666,-22.48722796149761,0.01358869498491099
5370.317963702466,-22.48722397363834,0.01390467983735683
5495.408738576182,-22.48721980709774,0.01422801908270072
5623.413251903426,-22.48721545323782,0.01455888315575935
5754.399373371502,-22.48721090303021,0.01489744639474711
5888.436553555821,-22.48720614703861,0.01524388712841782
6025.595860743507,-22.48720117540051,0.01559838776493636
6165.950018614749,-22.48719597780794,0.01596113488250113
6309.573444801857,-22.48719054348748,0.01633231932171371
6456.542290346478,-22.48718486117944,0.01671213627977754
6606.934480075881,-22.48717891911605,0.01710078540644141
6760.829753919737,-22.48717270499888,0.01749847090185528
6918.309709189281,-22.4871662059751,0.01790540161615025
7079.457843841294,-22.48715940861294,0.01832179115102867
7244.359600749813,-22.48715229887602,0.01874785796304996
7413.102413009085,-22.48714486209664,0.01918382546895597
7585.775750291745,-22.48713708294812,0.01962992215280266
7762.471166286822,-22.48712894541576,0.02008638167501782
7943.282347242717,-22.48712043276697,0.02055344298340613
8128.305161640892,-22.48711152751987,0.02103135042603069
8317.637711026608,-22.48710221141105,0.02152035386606691
8511.380382023659,-22.4870924653617,0.02202070879854079
8709.635899560699,-22.48708226944278,0.02253267646905299
8912.509381337344,-22.48707160283861,0.02305652399440336
9120.108393558983,-22.48706044380933,0.02359252448511913
9332.543007969793,-22.48704876965178,0.02414095716998454
9549.925860214238,-22.48703655665917,0.02470210752236928
9772.372209557981,-22.4870237800791,0.02527626738857763
9999.999999999871,-22.4870104140703,0.02586373511798728
10232.92992280741,-22.48699643165775,0.02646481569511013
10471.28548050886,-22.48698180468635,0.02707982087352226
10715.19305237592,-22.48696650377298,0.02770906931153148
10964.78196143171,-22.48695049825714,0.02835288670971703
11220.18454301949,-22.48693375614988,0.02901160595027229
11481.53621496868,-22.48691624408123,0.02968556723795156
11748.97554939514,-22.48689792724598,0.03037511824286863
12022.64434617397,-22.48687876934799,0.03108061424483885
12302.68770812365,-22.48685873254279,0.031802418279432
12589.25411794151,-22.48683777737868,0.03254090128551753
12882.49551693117,-22.48681586273625,0.03329644225439554
13182.5673855639,-22.48679294576637,0.03406942838032379
13489.62882591636,-22.48676898182669,0.0348602552126215
13803.84264602866,-22.48674392441663,0.03566932680894437
14125.37544622735,-22.48671772511101,0.03649705589000125
14454.39770745908,-22.4866903334923,0.03734386399545653
14791.08388168187,-22.48666169708155,0.03821018164111055
15135.61248436188,-22.48663176126821,0.03909644847705026
15488.1661891246,-22.48660046923861,0.04000311344710827
15848.93192461092,-22.48656776190373,0.04093063494902951
16218.10097358908,-22.48653357782576,0.04187948099598357
16595.86907437538,-22.48649785314416,0.04285012937862064
16982.43652461721,-22.48646052150087,0.04384306782824614
17378.00828749351,-22.48642151396518,0.04485879418074593
17782.79410038898,-22.48638075895825,0.04589781654121926
18197.00858609958,-22.48633818217764,0.04696065344949756
18620.87136662842,-22.48629370652173,0.04804783404636317
19054.60717963221,-22.48624725201464,0.04915989824056272
19498.44599758018,-22.48619873573171,0.05029739687643708
19952.62314968852,-22.48614807172568,0.05146089190255655
20417.37944669501,-22.48609517095411,0.05265095654099919
20892.9613085401,-22.48603994120797,0.05386817545768238
21379.62089502202,-22.48598228704222,0.05511314493347556
21877.61623949522,-22.48592210970801,0.05638647303662508
22387.21138568308,-22.48585930708753,0.05768877979624688
22908.6765276774,-22.4857937736312,0.05902069737735773
23442.28815319889,-22.48572540029813,0.06038287025734764
23988.32919019456,-22.48565407449971,0.06177595540445626
24547.08915684995,-22.48557968004704,0.06320062245813249
25118.86431509544,-22.48550209710224,0.06465755391197868
25703.95782768826,-22.48542120213432,0.06614744529933615
26302.67991895344,-22.48533686787964,0.06767100538205256
26915.34803926876,-22.48524896330748,0.06922895634268696
27542.28703338126,-22.48515735359102,0.0708220339808555
28183.82931264412,-22.48506190008386,0.07245098791393099
28840.31503126564,-22.48496246030259,0.07411658178288169
29512.09226666342,-22.48485888791531,0.07581959346384408
30199.51720401971,-22.4847510327368,0.07756081528547856
30902.95432513544,-22.48463874072983,0.07934105425385676
31622.77660168332,-22.48452185401328,0.08116113228443822
32359.36569296234,-22.48440021087693,0.08302188644233245
33113.11214825861,-22.48427364501976,0.08492416918580017
33884.41561391974,-22.48414198870963,0.0868688486485433
34673.68504525264,-22.48400506812015,0.08885680887414597
35481.33892335701,-22.48386270650282,0.09088895011968126
36307.80547700958,-22.48371472345093,0.09296618914191046
37153.52290971669,-22.48356093495161,0.0950894595020491
38018.93963205554,-22.48340115344342,0.09725971188328378
38904.51449942747,-22.48323518787873,0.09947791442186228
39810.71705534912,-22.48306284379036,0.1017450530523183
40738.02778041065,-22.48288392336207,0.1040621318671501
41686.9383470329,-22.48269822550231,0.1064301734911674
42657.95188015862,-22.48250554592052,0.1088502194708232
43651.58322401593,-22.48230567720569,0.1113233306788215
44668.35921509562,-22.48209840890636,0.113850587733376
45708.8189614868,-22.48188352761155,0.1164330914328715
46773.51412871909,-22.48166081703263,0.1190719632046492
47863.00923226309,-22.48143005808495,0.1217683455686875
48977.88193684386,-22.48119102897008,0.1245234026143831
50118.72336272644,-22.48094350525767,0.1273383204910208
51286.13839913568,-22.48068725996744,0.1302143079107017
52480.74602497643,-22.48042206365182,0.1331525966627503
53703.17963702443,-22.48014768447946,0.13615444213945
54954.08738576159,-22.47986388832061,0.1392211238718004
56234.13251903402,-22.47957043883547,0.1423539460750098
57543.99373371479,-22.47926709678439,0.1455542381924722
58884.36553555797,-22.47895362325676,0.1488233554987027
60255.95860743483,-22.4786297750829,0.1521626796098103
61659.50018614724,-22.47829530729883,0.1555736190914532
63095.73444801832,-22.47794997562435,0.1590576100786027
64565.42290346453,-22.47759353191459,0.1626161168073682
66069.34480075855,-22.47722572745529,0.1662506322635733
67608.2975391971,-22.4768463123687,0.1699626787893521
69183.09709189254,-22.47645503582718,0.173753808714657
70794.57843841266,-22.47605164629646,0.1776256050051084
72443.59600749785,-22.47563589181209,0.1815796819295743
74131.02413009056,-22.47520751950955,0.1856176857394214
75857.75750291716,-22.47476627910499,0.1897412954408215
77624.71166286792,-22.47431191859618,0.1939522234738957
79432.82347242687,-22.47384418548393,0.1982522165190203
81283.05161640861,-22.4733628358614,0.2026430564929549
83176.37711026576,-22.47286762086843,0.2071265612051378
85113.80382023628,-22.47235829665957,0.2117045854848193
87096.35899560666,-22.47183462268647,0.2163790221794436
89125.09381337311,-22.47129636237371,0.2211518032757468
91201.0839355895,-22.47074328383766,0.2260249011136888
93325.43007969759,-22.47017515986333,0.2310003296868904
95499.25860214204,-22.46959177182471,0.236080146135709
97723.72209557948,-22.46899290581415,0.241266452204327
99999.99999999837,-22.46837835582879,0.2465613959713872
102329.2992280737,-22.46774792696634,0.2519671737291412
104712.8548050882,-22.46710143158398,0.2574860318597316
107151.9305237589,-22.46643869326373,0.2631202690380043
109647.8196143167,-22.46575954605923,0.2688722384978355
112201.8454301945,-22.46506383839127,0.2747443505785406
114815.3621496864,-22.46435142907033,0.2807390752616051
117489.755493951,-22.46362219027922,0.2868589450488612
120226.4434617393,-22.46287600968109,0.2931065580060395
123026.8770812361,-22.46211278929128,0.2994845809053058
125892.5411794146,-22.46133244422056,0.3059957525361681
128824.9551693113,-22.46053490283399,0.3126428872219302
131825.6738556385,-22.45972011533407,0.3194288787397229
134896.2882591631,-22.45888803950672,0.326356703765683
138038.4264602862,-22.45803864891901,0.3334294260765917
141253.7544622731,-22.45717193308588,0.3406502006702063
144543.9770745904,-22.45628789115695,0.3480222778026241
147910.8388168183,-22.45538653629019,0.3555490074373293
151356.1248436183,-22.45446789117868,0.3632338435068775
154881.6618912456,-22.45353198721567,0.3710803483367887
158489.3192461087,-22.45257886182525,0.3790921970433568
